time,seconds_elapsed,z,y,x
1714988227367257600,0.036257568359375,0,0,0
1714988227386150000,0.05514990234375,-0.06685543060302734,0.05433642864227295,0.03149998188018799
1714988227405042400,0.07404248046875,-0.35634803771972656,-0.03788435459136963,0.007303774356842041
1714988227423934700,0.092934814453125,-0.6417341232299805,-0.12442886829376221,-0.18299758434295654
1714988227442827000,0.111826904296875,-0.6286821365356445,-0.18744850158691406,-0.23493993282318115
1714988227461719300,0.13071923828125,-0.3717670440673828,-0.09172320365905762,-0.11825186014175415
1714988227480611800,0.14961181640625,-0.2678699493408203,0.020061254501342773,-0.01921325922012329
1714988227499504000,0.168504150390625,-0.2636556625366211,0.1587127447128296,-0.15279626846313477
1714988227518396700,0.187396728515625,-0.06725025177001953,0.28598880767822266,-0.2937140464782715
1714988227537289000,0.2062890625,0.09655380249023438,0.26634109020233154,-0.1322622299194336
1714988227556181500,0.225181396484375,0.1370220184326172,0.30334246158599854,0.12452876567840576
1714988227575073800,0.24407373046875,-0.013094902038574219,0.2867933511734009,0.28451865911483765
1714988227593966000,0.262966064453125,-0.036690711975097656,0.17254555225372314,0.21974104642868042
1714988227612858600,0.281858642578125,-0.007172584533691406,0.09955084323883057,0.04120761156082153
1714988227631751000,0.3007509765625,-0.09286785125732422,0.03065657615661621,0.11717414855957031
1714988227650643500,0.3196435546875,-0.053177833557128906,0.04086160659790039,0.06892770528793335
1714988227669535700,0.33853564453125,-0.07764434814453125,0.06633937358856201,-0.03925114870071411
1714988227688428000,0.357427978515625,0.15419292449951172,0.037668704986572266,-0.05542600154876709
1714988227707320600,0.376320556640625,0.3789644241333008,0.07367157936096191,-0.2015230655670166
1714988227726212900,0.395212890625,-0.08654403686523438,-0.25614190101623535,-0.1670973300933838
1714988227745105400,0.41410546875,-1.0166139602661133,0.32364392280578613,-0.16513043642044067
1714988227763997700,0.432997802734375,0.4289226531982422,-0.05936384201049805,0.8516709804534912
1714988227782890000,0.451889892578125,0.8013095855712891,-1.5759754180908203,1.2418044805526733
1714988227801782500,0.470782470703125,0.41593265533447266,-1.118927001953125,0.572644829750061
1714988227820674800,0.4896748046875,-1.0162668228149414,0.052251338958740234,-0.045416027307510376
1714988227839567000,0.508567138671875,-1.9597291946411133,0.2904696464538574,0.02465026080608368
1714988227858459600,0.527459716796875,-1.2179641723632812,0.5136089324951172,-0.5632420778274536
1714988227877352000,0.54635205078125,0.5730018615722656,0.24965572357177734,-0.8712278604507446
1714988227896244500,0.565244384765625,1.2503719329833984,0.043662309646606445,-0.9028217792510986
1714988227915136800,0.58413671875,0.6862363815307617,0.1358189582824707,-0.6868720054626465
1714988227934029300,0.603029296875,-0.26216697692871094,0.32318925857543945,-0.5745199918746948
1714988227952921600,0.621921630859375,-0.5121049880981445,0.3053100109100342,-0.09605443477630615
1714988227971814000,0.64081396484375,-0.041412353515625,0.43140745162963867,0.26973700523376465
